tweet_id,name,tweet_date,standardized_location,airline,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence
570045393565691904,Nicsplace,2015-02-23 18:19:47,Central Texas,Virgin America,positive,1.0,0,0.0
570038941497192448,elisha_malulani,2015-02-23 17:54:09,i'm creating a monster,Virgin America,neutral,0.68,0,0.0
570035876845084672,DannyDouglass,2015-02-23 17:41:58,"San Francisco, CA",Virgin America,negative,1.0,1,1.0
570033593394667521,jamesferrandini,2015-02-23 17:32:54,Unknown,Virgin America,positive,0.66,0,0.0
570025482344898560,will_lenzenjr,2015-02-23 17:00:40,Iowa City,Virgin America,negative,0.67,7,0.67
570016304284901379,GottAmanda,2015-02-23 16:24:11,Los Angeles,Virgin America,neutral,1.0,0,0.0
570015408788414464,KGervaise,2015-02-23 16:20:38,Georgia,Virgin America,neutral,0.66,0,0.0
570013523650048002,papamurat,2015-02-23 16:13:09,Unknown,Virgin America,neutral,1.0,0,0.0
570012257549070337,arieldaie,2015-02-23 16:08:07,Los Angeles,Virgin America,positive,1.0,0,0.0
570011341483843584,vacations7,2015-02-23 16:04:28,Turks and caicos,Virgin America,neutral,0.68,0,0.0
570010571707256832,ChelseaPoe666,2015-02-23 16:01:25,Oakland via Midwest,Virgin America,positive,1.0,0,0.0
570010539499393025,BobGlavinVO,2015-02-23 16:01:17,New York,Virgin America,neutral,1.0,0,0.0
570009713447825408,lisaaiko,2015-02-23 15:58:00,Unknown,Virgin America,neutral,0.64,0,0.0
570009035455344640,grantbrowne,2015-02-23 15:55:18,Worldwide,Virgin America,neutral,0.68,0,0.0
570006886012973056,joyabsalon,2015-02-23 15:46:46,Northern Virginia,Virgin America,positive,0.66,0,0.0
570004391731847169,2v,2015-02-23 15:36:51,Los Angeles / Atlanta,Virgin America,neutral,1.0,0,0.0
570001194900426752,KSmithFoundHere,2015-02-23 15:24:09,Unknown,Virgin America,neutral,0.71,0,0.0
570000071644872704,papamurat,2015-02-23 15:19:41,Unknown,Virgin America,neutral,1.0,0,0.0
569996412286582784,murphicus,2015-02-23 15:05:09,"new york, new york",Virgin America,negative,0.69,7,0.69
569996245462159361,VinnieFerra,2015-02-23 15:04:29,"brooklyn, Ny",Virgin America,positive,1.0,0,0.0
569990222609412097,KevinDemsi,2015-02-23 14:40:33,"Bali, Republic of Indonesia",Virgin America,positive,0.64,0,0.0
569990163209850881,giffgaffman,2015-02-23 14:40:19,"UK, USA.",Virgin America,neutral,0.7,0,0.0
569989504431316993,HanlonBrothers,2015-02-23 14:37:42,"Gold Coast, Australia",Virgin America,neutral,1.0,0,0.0
569989321698074624,emilybg78,2015-02-23 14:36:58,"Stockton, CA",Virgin America,neutral,1.0,0,0.0
569989034501500928,rachie1126,2015-02-23 14:35:50,New York,Virgin America,negative,1.0,1,1.0
569987622484848640,adawson66,2015-02-23 14:30:13,Unknown,Virgin America,neutral,0.69,0,0.0
569986782567071744,SocialPLC,2015-02-23 14:26:53,"Twin Cities, Minn.",Virgin America,neutral,1.0,0,0.0
569986348041547778,jeffreymace01,2015-02-23 14:25:09,Unknown,Virgin America,positive,1.0,0,0.0
569982307634794497,1stcrown,2015-02-23 14:09:06,USA,Virgin America,neutral,0.68,0,0.0
569976620158578688,onerockgypsy,2015-02-23 13:46:30,next city,Virgin America,negative,1.0,1,1.0
569973821396152323,noelduan,2015-02-23 13:35:23,SF ↔ NY,Virgin America,negative,1.0,2,0.68
569972508499283968,Travelzoo,2015-02-23 13:30:10,New York,Virgin America,positive,0.69,0,0.0
569967019958730753,gianagon,2015-02-23 13:08:21,New York + Panama,Virgin America,negative,1.0,5,1.0
569961866224652288,bxchen,2015-02-23 12:47:52,"San Francisco, CA",Virgin America,neutral,1.0,0,0.0
569949891163615232,seimatrun,2015-02-23 12:00:17,Los Angeles,Virgin America,neutral,0.65,0,0.0
569948966873370625,jamied7,2015-02-23 11:56:37,"London, England",Virgin America,neutral,1.0,0,0.0
569946362126602240,seimatrun,2015-02-23 11:46:16,Los Angeles,Virgin America,negative,1.0,8,0.35
569942903683813376,mrmichaellay,2015-02-23 11:32:31,Floridian from Cincinnati,Virgin America,positive,1.0,0,0.0
569941957490774016,TaylorLumsden,2015-02-23 11:28:46,"Dallas, Texas",Virgin America,positive,1.0,0,0.0
569940834994401280,campusmoviefest,2015-02-23 11:24:18,USA,Virgin America,neutral,1.0,0,0.0
569940323746516993,TaylorLumsden,2015-02-23 11:22:16,"Dallas, Texas",Virgin America,neutral,1.0,0,0.0
569935232033366017,meme_meng,2015-02-23 11:02:02,Unknown,Virgin America,negative,1.0,1,1.0
569934395865493504,kyle_romanoff,2015-02-23 10:58:43,Unknown,Virgin America,neutral,1.0,0,0.0
569933816963342337,GunsNDip,2015-02-23 10:56:25,Unknown,Virgin America,negative,1.0,1,1.0
569933777931145216,artisticwritr87,2015-02-23 10:56:16,"Seattle, WA",Virgin America,positive,1.0,0,0.0
569933405506310144,arieldaie,2015-02-23 10:54:47,Los Angeles,Virgin America,negative,0.68,2,0.35
569933360564342784,GunsNDip,2015-02-23 10:54:36,Unknown,Virgin America,negative,1.0,3,1.0
569929243146088448,GunsNDip,2015-02-23 10:38:14,Unknown,Virgin America,negative,1.0,3,1.0
569926998824394752,jsatk,2015-02-23 10:29:19,"Lower Pacific Heights, SF, CA",Virgin America,negative,1.0,7,1.0
569923394990419968,serenaklal,2015-02-23 10:15:00,Chicago,Virgin America,neutral,0.67,0,0.0
569922008588222465,openambit1,2015-02-23 10:09:30,Unknown,Virgin America,neutral,1.0,0,0.0
569920824905306113,cabowine,2015-02-23 10:04:47,"Los Cabos,Mexico",Virgin America,neutral,0.65,0,0.0
569919041244147712,MaryAnnTaylorT,2015-02-23 09:57:42,New York,Virgin America,negative,1.0,3,0.65
569915941192015872,RamotControl,2015-02-23 09:45:23,Unknown,Virgin America,neutral,1.0,0,0.0
569913339427434496,losermelon,2015-02-23 09:35:03,Unknown,Virgin America,neutral,0.66,0,0.0
569911816937033728,AlisonK33774854,2015-02-23 09:29:00,Unknown,Virgin America,negative,1.0,4,1.0
569911674158731264,GunsNDip,2015-02-23 09:28:26,Unknown,Virgin America,negative,1.0,2,1.0
569911218942517248,yazdanagh,2015-02-23 09:26:37,Unknown,Virgin America,neutral,0.68,0,0.0
569910981868060673,MerchEngines,2015-02-23 09:25:41,"Los Angeles, CA",Virgin America,negative,1.0,1,0.69
569909224521641984,ColorCartel,2015-02-23 09:18:42,"Austin, TX",Virgin America,negative,1.0,1,0.68
569907336485019648,MustBeSpoken,2015-02-23 09:11:12,Unknown,Virgin America,negative,1.0,3,0.66
569896805611089920,mattbunk,2015-02-23 08:29:21,"Sterling Heights, MI",Virgin America,negative,1.0,7,0.67
569894449620369408,louisjenny,2015-02-23 08:19:59,Washington DC,Virgin America,negative,1.0,1,1.0
569894407001939968,STravelsW,2015-02-23 08:19:49,"Manhattan Beach, CA",Virgin America,neutral,1.0,0,0.0
569892199690678272,GunsNDip,2015-02-23 08:11:03,Unknown,Virgin America,negative,1.0,2,0.69
569891469210755074,joeyrenagade,2015-02-23 08:08:08,Greater Los Angeles,Virgin America,neutral,1.0,0,0.0
569891436100874241,mrmichaellay,2015-02-23 08:08:01,Floridian from Cincinnati,Virgin America,negative,0.69,2,0.35
569887310713479168,GunsNDip,2015-02-23 07:51:37,Unknown,Virgin America,negative,1.0,2,0.35
569887049446076416,TheDuchessSF,2015-02-23 07:50:35,Online,Virgin America,positive,1.0,0,0.0
569884551712886785,BeLeather,2015-02-23 07:40:39,Unknown,Virgin America,negative,1.0,1,1.0
569884407852437504,BeLeather,2015-02-23 07:40:05,Unknown,Virgin America,negative,1.0,7,0.64
569881548515708928,drcaseydrake,2015-02-23 07:28:43,"Dallas, TX",Virgin America,neutral,0.66,0,0.0
569873669700358144,flyfromWAS,2015-02-23 06:57:25,"Washington, DC",Virgin America,positive,0.68,0,0.0
569873668131717120,flyfromSEA,2015-02-23 06:57:24,Seattle,Virgin America,neutral,1.0,0,0.0
569873665640292353,flyfromNYC,2015-02-23 06:57:24,"New York City, NY",Virgin America,positive,0.68,0,0.0
569873664612704256,flyfromLAX,2015-02-23 06:57:24,"Los Angeles, CA",Virgin America,neutral,0.65,0,0.0
569872058613673984,Silvanabfer,2015-02-23 06:51:01,Unknown,Virgin America,positive,0.68,0,0.0
569861209781989377,AdamJdubs,2015-02-23 06:07:54,Earth,Virgin America,positive,0.35,0,0.0
569847920192655361,nicholas_v,2015-02-23 05:15:06,Unknown,Virgin America,negative,1.0,2,1.0
569814339785338880,tstashajones,2015-02-23 03:01:39,"Halifax, Nova Scotia, Canada",Virgin America,positive,1.0,0,0.0
569777607371128834,SkateMamas,2015-02-23 00:35:42,"Los Angeles, CA",Virgin America,positive,1.0,0,0.0
569774078233419776,dngoo,2015-02-23 00:21:40,"Near a park, water, or lights",Virgin America,positive,1.0,0,0.0
569770363623575552,SamBrittenham,2015-02-23 00:06:55,USA,Virgin America,positive,1.0,0,0.0
569748316776325120,usagibrian,2015-02-22 22:39:18,San Francisco CA,Virgin America,negative,0.68,1,0.38
569741221783957504,usagibrian,2015-02-22 22:11:07,San Francisco CA,Virgin America,negative,1.0,7,0.68
569737603617943552,KindofLuke,2015-02-22 21:56:44,Unknown,Virgin America,negative,1.0,1,0.65
569714127792254976,ptbrodie,2015-02-22 20:23:27,San Francisco,Virgin America,positive,1.0,0,0.0
569675144353828864,cheryleng,2015-02-22 17:48:33,Unknown,Virgin America,positive,1.0,0,0.0
569674358135914496,HishamSharaby,2015-02-22 17:45:25,New York,Virgin America,neutral,1.0,0,0.0
569666477265018881,ChrisFordisHere,2015-02-22 17:14:06,NYC,Virgin America,negative,0.67,1,0.67
569652497947734017,JKF1897,2015-02-22 16:18:33,Unknown,Virgin America,positive,1.0,0,0.0
569649116487290880,F6x,2015-02-22 16:05:07,"San Francisco, CA",Virgin America,neutral,1.0,0,0.0
569643262459269120,lawyang588,2015-02-22 15:41:51,Unknown,Virgin America,neutral,0.65,0,0.0
569642845516275712,melokudo,2015-02-22 15:40:12,Unknown,Virgin America,negative,1.0,1,0.64
569634318349246464,ChrysiChrysic,2015-02-22 15:06:19,Unknown,Virgin America,negative,1.0,3,1.0
569633630978310145,nikkisixxfan93,2015-02-22 15:03:35,"Sacramento,California",Virgin America,neutral,1.0,0,0.0
569633279546036224,ChrysiChrysic,2015-02-22 15:02:11,Unknown,Virgin America,negative,1.0,4,0.69
569630092273410048,MOCBlogger,2015-02-22 14:49:31,San Diego,Virgin America,negative,1.0,2,1.0
569627480425766912,tfaz,2015-02-22 14:39:09,"Oakland, California",Virgin America,negative,1.0,1,1.0
569625739231948800,lisaptv,2015-02-22 14:32:14,Unknown,Virgin America,positive,1.0,0,0.0
569625609799774208,dropapp,2015-02-22 14:31:43,Unknown,Virgin America,neutral,1.0,0,0.0
569620102389350401,HollywoodHotMom,2015-02-22 14:09:50,All Over!,Virgin America,positive,0.7,0,0.0
569619569372823552,GoShar2012,2015-02-22 14:07:43,"Providence, RI",Virgin America,negative,1.0,7,1.0
569618527948115968,MOCBlogger,2015-02-22 14:03:34,San Diego,Virgin America,negative,0.65,8,0.36
569616490380439552,SkateMamas,2015-02-22 13:55:28,"Los Angeles, CA",Virgin America,positive,1.0,0,0.0
569615109363929088,FiDiFamilies,2015-02-22 13:49:59,New York City,Virgin America,neutral,0.36,0,0.0
569614365755899905,jarrydosborne,2015-02-22 13:47:02,New York,Virgin America,negative,0.69,2,0.69
569614024578600960,HollywoodHotMom,2015-02-22 13:45:41,All Over!,Virgin America,positive,1.0,0,0.0
569609971383586817,mlorenzen,2015-02-22 13:29:34,"iPhone: 29.741360,-90.131523",Virgin America,negative,1.0,4,1.0
569608328998887424,Tyler_Starrine,2015-02-22 13:23:03,Los Angeles,Virgin America,negative,0.68,7,0.37
569599867716132864,jessicajaymes,2015-02-22 12:49:25,"hollywood, california",Virgin America,positive,1.0,0,0.0
569596445680115712,livingfitly,2015-02-22 12:35:49,"Washington, DC",Virgin America,positive,1.0,0,0.0
569596097540132864,khartline,2015-02-22 12:34:26,Las Vegas,Virgin America,negative,1.0,10,0.65
569594386066984960,khartline,2015-02-22 12:27:38,Las Vegas,Virgin America,negative,1.0,10,1.0
569586660909973504,MACRoxburgh,2015-02-22 11:56:57,Unknown,Virgin America,neutral,1.0,0,0.0
569580805036453888,paulnakada,2015-02-22 11:33:40,San Francisco,Virgin America,positive,1.0,0,0.0
569575679722786816,wildcatdad,2015-02-22 11:13:18,Unknown,Virgin America,neutral,1.0,0,0.0
569575003248676864,RheaThurman1,2015-02-22 11:10:37,Unknown,Virgin America,neutral,0.67,0,0.0
569574973662232576,Osiris91780,2015-02-22 11:10:30,Unknown,Virgin America,neutral,1.0,0,0.0
569574961158815745,HeatherWhoo,2015-02-22 11:10:27,Unknown,Virgin America,neutral,1.0,0,0.0
569572942381649920,paulnakada,2015-02-22 11:02:26,San Francisco,Virgin America,negative,1.0,1,0.7
569572740723712001,RampantSmashing,2015-02-22 11:01:38,CA,Virgin America,negative,0.66,4,0.66
569566981835218944,intlwriter,2015-02-22 10:38:45,@ the moment in New Delhi,Virgin America,negative,1.0,7,0.66
569564853460807680,finslippy,2015-02-22 10:30:17,Brooklyn,Virgin America,negative,1.0,2,0.36
569564610837086209,finslippy,2015-02-22 10:29:19,Brooklyn,Virgin America,negative,1.0,4,1.0
569562202405019650,Gr8Fratsby,2015-02-22 10:19:45,"Washington, DC",Virgin America,negative,1.0,6,1.0
569541127340040192,sbaaronson,2015-02-22 08:56:00,Los Angeles,Virgin America,negative,0.65,1,0.34
569540405676654592,jonesbasf,2015-02-22 08:53:08,Unknown,Virgin America,negative,0.68,1,0.35
569494748341407744,Gr8Fratsby,2015-02-22 05:51:43,"Washington, DC",Virgin America,negative,1.0,1,0.7
569482263345307648,NewsSWA,2015-02-22 05:02:06,FL410,Virgin America,neutral,1.0,0,0.0
569477692166316033,CSHangover,2015-02-22 04:43:56,Tokyo,Virgin America,negative,1.0,1,1.0
569461469042966528,girlphotophilly,2015-02-22 03:39:28,"Philadelphia, Pa",Virgin America,negative,1.0,0,0.68
569459618881019905,NewsSWA,2015-02-22 03:32:07,FL410,Virgin America,neutral,1.0,0,0.0
569452063920226304,NewsSWA,2015-02-22 03:02:06,FL410,Virgin America,neutral,1.0,0,0.0
569447071910105089,Graemelodge5545,2015-02-22 02:42:16,Unknown,Virgin America,neutral,1.0,0,0.0
569429411646156800,NewsSWA,2015-02-22 01:32:05,FL410,Virgin America,neutral,1.0,0,0.0
569369239183872000,Boards707,2015-02-21 21:32:59,"Belmar, NJ",Virgin America,negative,1.0,3,0.66
569368160291463168,MikeWiener,2015-02-21 21:28:42,Unknown,Virgin America,negative,1.0,1,0.68
569356387785900032,khartline,2015-02-21 20:41:55,Las Vegas,Virgin America,neutral,0.68,0,0.0
569354267854704641,simpasmore,2015-02-21 20:33:30,Barbados,Virgin America,positive,1.0,0,0.0
569351220097216512,ChrysiChrysic,2015-02-21 20:21:23,Unknown,Virgin America,negative,1.0,1,1.0
569348775631675392,ChrysiChrysic,2015-02-21 20:11:40,Unknown,Virgin America,negative,1.0,4,0.37
569324558999691264,TTINAC11,2015-02-21 18:35:27,"Las Vegas, NV",Virgin America,neutral,0.67,0,0.0
569323106210152448,elaurawrr,2015-02-21 18:29:40,Unknown,Virgin America,neutral,0.69,0,0.0
569323082701275138,joyabsalon,2015-02-21 18:29:35,Northern Virginia,Virgin America,negative,1.0,1,0.71
569318651502989312,meladorri,2015-02-21 18:11:58,"Boston, MA",Virgin America,negative,0.68,4,0.68
569318130356502528,miaerolinea,2015-02-21 18:09:54,Worldwide,Virgin America,positive,0.36,0,0.0
569316358845911040,archiegips,2015-02-21 18:02:51,LaLa Land,Virgin America,positive,1.0,0,0.0
569311498301870080,obiwantoby,2015-02-21 17:43:33,Unknown,Virgin America,neutral,0.65,0,0.0
569311060903268352,MarwaYousofzoy,2015-02-21 17:41:48,Unknown,Virgin America,negative,1.0,3,0.65
569310635986546688,TTINAC11,2015-02-21 17:40:07,"Las Vegas, NV",Virgin America,negative,1.0,8,0.67
569305113589714944,TheNotoriousLEX,2015-02-21 17:18:10,Chicago,Virgin America,neutral,0.67,0,0.0
569304436612444160,advertisingdiva,2015-02-21 17:15:29,DC - LA - Venice Beach,Virgin America,positive,0.68,0,0.0
569304208534597632,Floxie10,2015-02-21 17:14:35,Argentina,Virgin America,neutral,0.69,0,0.0
569304030847090688,alexrkonrad,2015-02-21 17:13:52,New York,Virgin America,negative,1.0,7,0.67
569303931916038144,MarwaYousofzoy,2015-02-21 17:13:29,Unknown,Virgin America,negative,1.0,3,1.0
569298165855338497,lexiesalas,2015-02-21 16:50:34,BAYAREA✈️NYC,Virgin America,positive,1.0,0,0.0
569290361870426112,MaximWheatley,2015-02-21 16:19:33,"Washington, DC",Virgin America,negative,1.0,7,0.66
569282249717194754,FiDiFamilies,2015-02-21 15:47:19,New York City,Virgin America,negative,1.0,4,1.0
569277854950817792,lexiesalas,2015-02-21 15:29:51,BAYAREA✈️NYC,Virgin America,negative,1.0,7,1.0
569277352129138688,Artenis15,2015-02-21 15:27:52,MA // Ashton in Wonderland,Virgin America,negative,0.72,4,0.72
569263837448269826,NancyJFriedman,2015-02-21 14:34:09,New York City,Virgin America,negative,1.0,4,1.0
569262527281913857,JT_Magana,2015-02-21 14:28:57,Unknown,Virgin America,positive,1.0,0,0.0
569262225900359680,MaximWheatley,2015-02-21 14:27:45,"Washington, DC",Virgin America,negative,1.0,1,0.67
569261347688607744,carabubes,2015-02-21 14:24:16,"Los Angeles, California",Virgin America,positive,1.0,0,0.0
569261128532041728,carabubes,2015-02-21 14:23:24,"Los Angeles, California",Virgin America,neutral,0.68,0,0.0
569260526976544768,wmrrock,2015-02-21 14:21:00,CT,Virgin America,positive,1.0,0,0.0
569253311813185537,DailyBillboard,2015-02-21 13:52:20,"Los Angeles, California",Virgin America,positive,1.0,0,0.0
569253236093267969,BigRichTexasPam,2015-02-21 13:52:02,FREE ADVICE!,Virgin America,positive,1.0,0,0.0
569250469178175488,rtw4,2015-02-21 13:41:02,"Natick, MA, USA",Virgin America,positive,0.68,0,0.0
569248437050302464,casualdiego,2015-02-21 13:32:58,"okayville, population me",Virgin America,neutral,1.0,0,0.0
569248400836726786,kyle_romanoff,2015-02-21 13:32:49,Unknown,Virgin America,positive,1.0,0,0.0
569247769166266368,wmrrock,2015-02-21 13:30:18,CT,Virgin America,negative,0.71,6,0.71
569247394002563072,wmrrock,2015-02-21 13:28:49,CT,Virgin America,negative,1.0,2,1.0
569244860286263297,BigRichTexasPam,2015-02-21 13:18:45,FREE ADVICE!,Virgin America,negative,0.64,4,0.64
569240250192670720,aaronkurlander,2015-02-21 13:00:26,New York,Virgin America,positive,0.67,0,0.0
569238877178716161,MistakeCakeJake,2015-02-21 12:54:58,Unknown,Virgin America,negative,1.0,4,0.67
569237252154372097,NoelArtiles,2015-02-21 12:48:31,"Austin, TX",Virgin America,negative,1.0,1,0.7
569236471690829825,floatingatoll,2015-02-21 12:45:25,"Silicon Valley, California",Virgin America,neutral,0.63,0,0.0
569236251129163777,floatingatoll,2015-02-21 12:44:32,"Silicon Valley, California",Virgin America,negative,0.7,1,0.7
569230983075115010,aaronkurlander,2015-02-21 12:23:36,New York,Virgin America,negative,0.66,4,0.34
569229785500680192,aaronkurlander,2015-02-21 12:18:51,New York,Virgin America,negative,1.0,4,0.65
569226875349835776,borknagar,2015-02-21 12:07:17,chile,Virgin America,negative,1.0,1,0.68
569224234150404096,propsonline,2015-02-21 11:56:47,"California, USA",Virgin America,negative,1.0,7,0.7
569223788639821824,propsonline,2015-02-21 11:55:01,"California, USA",Virgin America,negative,1.0,4,1.0
569222494952886272,carlos89178,2015-02-21 11:49:53,Unknown,Virgin America,positive,0.65,0,0.0
569221440794271745,carlos89178,2015-02-21 11:45:41,Unknown,Virgin America,positive,1.0,0,0.0
569221156504530944,shounshounette,2015-02-21 11:44:33,Unknown,Virgin America,negative,1.0,3,0.65
569220232293720066,alanzeino,2015-02-21 11:40:53,San Francisco,Virgin America,neutral,1.0,0,0.0
569218762907324416,DonnellyPatrick,2015-02-21 11:35:03,SF Bay Area,Virgin America,negative,1.0,1,1.0
569212570478911489,stefanpinto,2015-02-21 11:10:26,"Los Angeles, CA",Virgin America,positive,0.71,0,0.0
569211675108179968,josephschwegler,2015-02-21 11:06:53,Unknown,Virgin America,negative,0.65,7,0.35
569209566715469824,jennifer_caron,2015-02-21 10:58:30,"Los Angeles, CA",Virgin America,positive,1.0,0,0.0
569208480793567233,miaerolinea,2015-02-21 10:54:11,Worldwide,Virgin America,positive,0.69,0,0.0
569205125278859265,ninjasistah,2015-02-21 10:40:51,Massachusetts,Virgin America,positive,1.0,0,0.0
569204272795004928,daniellewolff,2015-02-21 10:37:28,"Los Angeles, CA",Virgin America,negative,0.67,1,0.35
569202691185909760,EleonoraKaras,2015-02-21 10:31:11,New York,Virgin America,positive,0.66,0,0.0
569201943131738113,carlosondrums,2015-02-21 10:28:13,Las Vegas,Virgin America,positive,1.0,0,0.0
569200619430420480,ninjasistah,2015-02-21 10:22:57,Massachusetts,Virgin America,positive,0.67,0,0.0
569200606595952640,stephenasilverm,2015-02-21 10:22:54,Unknown,Virgin America,negative,0.65,2,0.65
569198782421663745,mrl6626,2015-02-21 10:15:39,Unknown,Virgin America,negative,0.68,4,0.68
569198104806699008,SunRighteous,2015-02-21 10:12:58,Unknown,Virgin America,positive,1.0,0,0.0
569197967959154688,readerriter,2015-02-21 10:12:25,"CALIFORNIA, USA",Virgin America,positive,1.0,0,0.0
569197611393163264,jeredscott,2015-02-21 10:11:00,"downtown, CA",Virgin America,neutral,1.0,0,0.0
569197515993534464,eric_t_lee,2015-02-21 10:10:37,Brooklyn,Virgin America,neutral,1.0,0,0.0
569192778468626432,bluesmoon,2015-02-21 09:51:48,"Cambridge, MA, USA, Earth",Virgin America,negative,1.0,1,1.0
569182336715243520,RedSoxGirl1976,2015-02-21 09:10:18,Somewhere outside of Fenway,Virgin America,negative,0.65,5,0.33
569180623165915137,InuAtah,2015-02-21 09:03:30,Abuja,Virgin America,positive,0.68,0,0.0
569179517522046977,borknagar,2015-02-21 08:59:06,chile,Virgin America,negative,0.66,1,0.66
569176777056079874,Recessionista,2015-02-21 08:48:13,"Los Angeles, CA",Virgin America,positive,1.0,0,0.0
569165709516759042,moosekazmi,2015-02-21 08:04:14,"Las Piedras, Peru",Virgin America,positive,1.0,0,0.0
569110766235877376,_LisaCap,2015-02-21 04:25:54,"Charlestown, MA",Virgin America,positive,1.0,0,0.0
569083230361673728,eatgregeat,2015-02-21 02:36:29,Unknown,Virgin America,negative,0.67,6,0.35
569028851860254720,alanzeino,2015-02-20 23:00:24,San Francisco,Virgin America,negative,1.0,7,0.68
569022319437357056,khartline,2015-02-20 22:34:27,Las Vegas,Virgin America,negative,1.0,10,1.0
569020707113476096,courtDMC,2015-02-20 22:28:03,New York for now.,Virgin America,positive,1.0,0,0.0
569018352464588800,woawABQ,2015-02-20 22:18:41,"Albuquerque, NM",Virgin America,neutral,0.66,0,0.0
569011849976348672,Cydney_Chase,2015-02-20 21:52:51,#SF#Optimist #Freefalling,Virgin America,positive,1.0,0,0.0
568989005162766337,AirlineFuel,2015-02-20 20:22:04,Global,Virgin America,neutral,1.0,0,0.0
568977439398821888,OriginalTuna,2015-02-20 19:36:07,Texas,Virgin America,neutral,1.0,0,0.0
568977175149293570,ImThankfulRadio,2015-02-20 19:35:04,Washington State,Virgin America,neutral,0.67,0,0.0
568972394297077760,AnnaProsser,2015-02-20 19:16:04,USA,Virgin America,positive,1.0,0,0.0
